ID	Name	AttributeOne	AttributeTwo	AttributeThree
13268	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤»ìãç(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13269	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤»ìãç(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13270	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤»ìãç(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13271	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤»ìãç(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13272	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤»ìãç(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13273	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13274	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13275	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13276	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13277	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13278	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¶³Ëè(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atLunarOvercomeBase
13279	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13280	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13281	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13282	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13283	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13284	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤¸¯ÐÄ(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonOvercomeBase
13285	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13286	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13287	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13288	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13289	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13290	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÃðÆø(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atMagicOvercome
13291	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13292	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13293	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13294	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13295	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13296	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Ô¡»ð(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13297	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13298	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13299	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13300	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13301	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13302	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤Åùö¨(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13303	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13304	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13305	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13306	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13307	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13308	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤±­Ñ©(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atLunarCriticalDamagePowerBase
13309	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13310	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13311	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13312	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13313	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13314	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤´©Ê¯(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atPoisonCriticalDamagePowerBase
13315	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(Ò¼)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13316	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(·¡)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13317	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(Èþ)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13318	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(ËÁ)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13319	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(Îé)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13320	²Ê¡¤ÕæÔª¡¤´ó»¯¡¤ÔÂ»ª(Â½)	atSpunkBase	atDecriticalDamagePowerBase	atMagicCriticalDamagePowerBase
13321	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(Ò¼)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13322	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(·¡)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13323	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(Èþ)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13324	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(ËÁ)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13325	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(Îé)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13326	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤ÈÕÑ×(Â½)	atStrengthBase	atSolarAttackPowerBase	atSolarOvercomeBase
13327	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(Ò¼)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13328	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(·¡)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13329	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(Èþ)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13330	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(ËÁ)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13331	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(Îé)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13332	²Ê¡¤Õæ¸Õ¡¤ÁÒÑô¡¤Ô¡»ð(Â½)	atStrengthBase	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase
13333	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(Ò¼)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13334	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(·¡)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13335	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(Èþ)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13336	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(ËÁ)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13337	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(Îé)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13338	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤ÁÒÑô(Â½)	atStrengthBase	atSolarOvercomeBase	atSolarAttackPowerBase
13339	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(Ò¼)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13340	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(·¡)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13341	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(Èþ)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13342	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(ËÁ)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13343	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(Îé)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13344	²Ê¡¤Õæ¸Õ¡¤ÈÕÑ×¡¤Ô¡»ð(Â½)	atStrengthBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13345	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(Ò¼)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13346	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(·¡)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13347	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(Èþ)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13348	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(ËÁ)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13349	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(Îé)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13350	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÁÒÑô(Â½)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarAttackPowerBase
13351	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(Ò¼)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13352	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(·¡)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13353	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(Èþ)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13354	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(ËÁ)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13355	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(Îé)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13356	²Ê¡¤Õæ¸Õ¡¤Ô¡»ð¡¤ÈÕÑ×(Â½)	atStrengthBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13357	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(Ò¼)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13358	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(·¡)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13359	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(Èþ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13360	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(ËÁ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13361	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(Îé)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13362	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÁÒÑô(Â½)	atStrengthBase	atDecriticalDamagePowerBase	atSolarAttackPowerBase
13363	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(Ò¼)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13364	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(·¡)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13365	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(Èþ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13366	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(ËÁ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13367	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(Îé)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13368	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤ÈÕÑ×(Â½)	atStrengthBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13369	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(Ò¼)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13370	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(·¡)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13371	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(Èþ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13372	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(ËÁ)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13373	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(Îé)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13374	²Ê¡¤Õæ¸Õ¡¤´ó»¯¡¤Ô¡»ð(Â½)	atStrengthBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13375	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(Ò¼)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13376	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(·¡)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13377	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(Èþ)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13378	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(ËÁ)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13379	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(Îé)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13380	²Ê¡¤ÁÒÑô¡¤ÈÕÑ×¡¤Ô¡»ð(Â½)	atSolarAttackPowerBase	atSolarOvercomeBase	atSolarCriticalDamagePowerBase
13381	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(Ò¼)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13382	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(·¡)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13383	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(Èþ)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13384	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(ËÁ)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13385	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(Îé)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13386	²Ê¡¤ÁÒÑô¡¤Ô¡»ð¡¤ÈÕÑ×(Â½)	atSolarAttackPowerBase	atSolarCriticalDamagePowerBase	atSolarOvercomeBase
13387	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(Ò¼)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13388	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(·¡)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13389	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(Èþ)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13390	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(ËÁ)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13391	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(Îé)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13392	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤ÈÕÑ×(Â½)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarOvercomeBase
13393	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(Ò¼)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13394	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(·¡)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13395	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(Èþ)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13396	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(ËÁ)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13397	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(Îé)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13398	²Ê¡¤ÁÒÑô¡¤´ó»¯¡¤Ô¡»ð(Â½)	atSolarAttackPowerBase	atDecriticalDamagePowerBase	atSolarCriticalDamagePowerBase
13399	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(Ò¼)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13400	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(·¡)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13401	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(Èþ)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13402	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(ËÁ)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13403	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(Îé)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13404	²Ê¡¤À×Ãù¡¤»ìãç¡¤Åùö¨(Â½)	atNeutralAttackPowerBase	atNeutralOvercomeBase	atNeutralCriticalDamagePowerBase
13405	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(Ò¼)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13406	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(·¡)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13407	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(Èþ)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13408	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(ËÁ)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13409	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(Îé)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13410	²Ê¡¤À×Ãù¡¤Åùö¨¡¤»ìãç(Â½)	atNeutralAttackPowerBase	atNeutralCriticalDamagePowerBase	atNeutralOvercomeBase
13411	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(Ò¼)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13412	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(·¡)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13413	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(Èþ)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13414	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(ËÁ)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13415	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(Îé)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13416	²Ê¡¤À×Ãù¡¤´ó»¯¡¤»ìãç(Â½)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralOvercomeBase
13417	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(Ò¼)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13418	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(·¡)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13419	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(Èþ)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13420	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(ËÁ)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13421	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(Îé)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13422	²Ê¡¤À×Ãù¡¤´ó»¯¡¤Åùö¨(Â½)	atNeutralAttackPowerBase	atDecriticalDamagePowerBase	atNeutralCriticalDamagePowerBase
13423	²Ê¡¤ËªÀä¡¤¶³Ëè¡¤±­Ñ©(Ò¼)	atLunarAttackPowerBase	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
13424	²Ê¡¤ËªÀä¡¤¶³Ëè¡¤±­Ñ©(·¡)	atLunarAttackPowerBase	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
13425	²Ê¡¤ËªÀä¡¤¶³Ëè¡¤±­Ñ©(Èþ)	atLunarAttackPowerBase	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
13426	²Ê¡¤ËªÀä¡¤¶³Ëè¡¤±­Ñ©(ËÁ)	atLunarAttackPowerBase	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
13427	²Ê¡¤ËªÀä¡¤¶³Ëè¡¤±­Ñ©(Îé)	atLunarAttackPowerBase	atLunarOvercomeBase	atLunarCriticalDamagePowerBase
